id,name,email,phone,gpa,skills,education,college,location,category,past_internships,preferred_companies,github_profile,linkedin_profile,resume_score,availability_start,preferred_duration,expected_stipend,willingness_to_relocate,is_rural,is_female,experience,created_at
STU00558,Arjun Verma,arjun558@college.ac.in,+911776890806,9.04,"mysql, elasticsearch, oracle, flask, scikit-learn",B.E Computer Science,NIT Calicut,Hyderabad,rural,0,"Zomato, Flipkart, PhonePe, Deloitte, Microsoft, TCS, Cognizant, Swiggy",,https://linkedin.com/in/arjun-verma-558,93.7,2025-11-06,6,35945,Yes,True,True,4,2025-09-02T14:12:36.441598
STU00559,Nisha Verma,nishaverma559@email.com,03191229263,6.25,"r, php, cryptography, network security",MBA,IIT Bombay,Pune,general,0,"HCL Technologies, Microsoft, Accenture",https://github.com/nishaverma559,,72.8,2025-11-29,12,15001,No,False,False,3,2025-09-22T14:12:36.441598
STU00560,Vihaan P. Iyer,vihaaniyer560@email.com,9968657104,7.72,"ios, numpy, power bi, mongodb, business analysis, sap, project management",MCA,NIT Warangal,Bangalore,female,4,"Accenture, Microsoft, Swiggy, HCL Technologies",https://github.com/vihaaniyer560,https://linkedin.com/in/vihaan-iyer-560,75.9,2025-11-17,12,17757,Yes,False,True,17,2025-09-10T14:12:36.441598
STU00561,Lata Chauhan,chauhan.lata@gmail.com,+915249813222,8.7,"sketch, ios, numpy, r, spring boot, tensorflow, xamarin, machine learning",B.Tech CSE,BITS Pilani,Ahmedabad,reserved,1,"Deloitte, HDFC Bank, Zomato",,https://linkedin.com/in/lata-chauhan-561,80.8,2025-11-25,3,38309,Preferred,False,False,0,2025-08-30T14:12:36.441598
STU00562,Neha Saxena,nehasaxena562@email.com,+916177967540,8.89,"reinforcement learning, vue.js, xamarin, flask, neural networks, natural language processing",B.Tech IT,NIT Warangal,Ahmedabad,female,3,"Unacademy, PhonePe, Meta, Flipkart, Paytm, EY, Axis Bank, BYJU'S",,https://linkedin.com/in/neha-saxena-562,79.2,2025-11-26,3,71152,Yes,False,True,21,2025-09-11T14:12:36.442620
STU00563,Tara A. Verma,tara.verma@student.edu,5861774942,6.79,"node.js, python, react, network security, terraform, django",B.Tech CSE,SRM Chennai,Ahmedabad,general,0,"JP Morgan, Deloitte, Wipro, Microsoft, TCS",,https://linkedin.com/in/tara-verma-563,74.7,2025-11-11,12,32167,Preferred,False,True,16,2025-09-07T14:12:36.442620
STU00564,Nikhil G. Thakur,thakur.nikhil@gmail.com,08947510441,7.37,"aws, kubernetes, r, jenkins, power bi, terraform, scikit-learn",B.Tech CSE,VIT Vellore,Hyderabad,general,1,"Tech Mahindra, Unacademy, JP Morgan, Wipro, Amazon",https://github.com/nikhilthakur564,,60.6,2025-11-18,12,61319,No,False,False,11,2025-09-11T14:12:36.442620
STU00565,Kavya Saxena,kavyasaxena565@email.com,2846310042,7.36,"postgresql, python, c++, rust, ruby, php, react native, network security",B.Sc Computer Science,IIT Kanpur,Pune,general,0,"Infosys, Accenture, Unacademy",,,79.0,2025-11-10,3,65545,Preferred,False,True,24,2025-09-21T14:12:36.442620
STU00566,Rita Jain,jain.rita@gmail.com,05745330396,8.08,"reinforcement learning, node.js, numpy, neural networks, natural language processing, javascript",B.E Computer Science,NIT Surathkal,Mumbai,rural,1,"Goldman Sachs, Cognizant, Microsoft, Swiggy, Morgan Stanley, Tech Mahindra, BYJU'S, Paytm",https://github.com/ritajain566,https://linkedin.com/in/rita-jain-566,61.3,2025-11-14,6,59755,No,True,False,17,2025-09-02T14:12:36.443613
STU00567,Ishaan Mishra,ishaanmishra567@email.com,08379292310,7.35,"numpy, google cloud, project management, pytorch, power bi, deep learning",MCA,Manipal Institute,Delhi,general,0,"Cognizant, Meta, EY, Netflix",https://github.com/ishaanmishra567,https://linkedin.com/in/ishaan-mishra-567,78.0,2025-10-31,3,64614,Yes,False,True,10,2025-09-19T14:12:36.444149
STU00568,Arnav Gupta,arnav568@college.ac.in,+910103877495,8.43,"kubernetes, penetration testing, ethical hacking, computer vision, cryptography, express.js, project management",B.Tech CSE,IIT Delhi,Gurgaon,general,2,"McKinsey, Swiggy, HCL Technologies, Google",https://github.com/arnavgupta568,https://linkedin.com/in/arnav-gupta-568,93.7,2025-11-05,6,23354,Preferred,False,False,10,2025-09-20T14:12:36.444687
STU00569,Atharv Agarwal,atharvagarwal569@email.com,+914906932201,6.32,"oracle, computer vision, deep learning",MBA,IIT Madras,Gurgaon,general,2,"Google, Deloitte, ICICI Bank, TCS, Unacademy, JP Morgan, Amazon, KPMG",https://github.com/atharvagarwal569,https://linkedin.com/in/atharv-agarwal-569,89.3,2025-11-24,6,53132,No,False,False,5,2025-09-16T14:12:36.445233
STU00570,Advaith Aggarwal,advaith570@college.ac.in,+911616665898,8.29,"ios, react native, mysql, deep learning",B.Sc Computer Science,NIT Trichy,Jaipur,general,0,"ICICI Bank, Flipkart, Goldman Sachs, BYJU'S, Meta, Amazon, Microsoft",https://github.com/advaithaggarwal570,https://linkedin.com/in/advaith-aggarwal-570,68.8,2025-12-04,12,70103,No,False,True,5,2025-09-03T14:12:36.445233
STU00571,Kavya W. Patel,patel.kavya@gmail.com,02707742341,6.17,"swift, react native, ansible, xamarin, pandas, neural networks",B.Sc Computer Science,IIIT Hyderabad,Noida,rural,1,"McKinsey, Netflix, TCS, Google",https://github.com/kavyapatel571,https://linkedin.com/in/kavya-patel-571,72.7,2025-11-17,3,57377,No,True,True,5,2025-09-09T14:12:36.446257
STU00572,Aryan Nair,aryan.nair@student.edu,09924502602,6.32,"sketch, figma, docker",MBA,PES University,Mumbai,rural,2,"Wipro, Freshworks, Ola, Zomato, Netflix, Infosys",https://github.com/aryannair572,https://linkedin.com/in/aryan-nair-572,86.5,2025-12-06,6,47807,Yes,True,False,11,2025-09-18T14:12:36.446257
STU00573,Daksh Bansal,daksh573@college.ac.in,3145958316,8.35,"node.js, flutter, kotlin, ui/ux design",B.E Computer Science,IIT Kharagpur,Chennai,rural,1,"KPMG, HDFC Bank, Deloitte, Paytm, Wipro",,https://linkedin.com/in/daksh-bansal-573,67.3,2025-11-03,3,46225,Preferred,True,True,11,2025-09-05T14:12:36.446257
STU00574,Lata Mehta,lata574@college.ac.in,5280425545,8.74,"tensorflow, kotlin, pandas, sap, deep learning",M.Tech CSE,RV College,Mumbai,general,2,"Unacademy, Netflix, EY, HDFC Bank",https://github.com/latamehta574,https://linkedin.com/in/lata-mehta-574,63.4,2025-11-10,12,49466,Yes,False,False,3,2025-09-05T14:12:36.446257
STU00575,Diya Mishra,mishra.diya@gmail.com,5557644725,8.62,"numpy, r, google cloud, power bi, pandas, go, machine learning, deep learning",B.Tech IT,PES University,Jaipur,general,0,"Cognizant, TCS, Microsoft, HDFC Bank, Axis Bank",https://github.com/diyamishra575,https://linkedin.com/in/diya-mishra-575,89.2,2025-12-11,3,61439,No,False,True,18,2025-09-07T14:12:36.447258
STU00576,Aarav H. Iyer,aarav.iyer@student.edu,5983843154,7.86,"java, c#, tensorflow, ruby, php, natural language processing",B.Tech ECE,IIT Kanpur,Gurgaon,reserved,1,"Zomato, Morgan Stanley, HCL Technologies",https://github.com/aaraviyer576,https://linkedin.com/in/aarav-iyer-576,64.7,2025-10-27,12,63839,Yes,False,False,17,2025-09-04T14:12:36.447258
STU00577,Fatima Malhotra,malhotra.fatima@gmail.com,+917630581152,6.11,"postgresql, excel, jenkins, cassandra, power bi, ansible, docker, azure",MCA,IIT Madras,Hyderabad,general,1,"Flipkart, PwC, Deloitte, Freshworks, KPMG",https://github.com/fatimamalhotra577,https://linkedin.com/in/fatima-malhotra-577,81.0,2025-11-19,3,74590,Preferred,False,True,23,2025-08-30T14:12:36.447258
STU00578,Aditya X. Mehta,mehta.aditya@gmail.com,1294044652,7.2,"photoshop, django, spring boot, project management",B.Sc Computer Science,BMS College,Gurgaon,female,2,"Netflix, JP Morgan, BYJU'S, Amazon, Swiggy",https://github.com/adityamehta578,,88.2,2025-11-12,12,47818,Yes,False,True,19,2025-09-18T14:12:36.447258
STU00579,Nisha Bansal,nisha.bansal@student.edu,7439334505,6.53,"figma, photoshop, excel, wireframing, redis, adobe illustrator",B.Tech CSE,PES University,Kolkata,general,1,"Zomato, JP Morgan, Morgan Stanley, Meta, BYJU'S, EY",https://github.com/nishabansal579,https://linkedin.com/in/nisha-bansal-579,93.3,2025-12-20,6,25412,Preferred,False,True,4,2025-09-23T14:12:36.448294
STU00580,Advaith D. Thakur,advaith.thakur@student.edu,09198060771,6.77,"photoshop, ui/ux design, natural language processing, pytorch",B.Sc Computer Science,PES University,Hyderabad,general,0,"PwC, Axis Bank, PhonePe, Swiggy",,,85.7,2025-11-09,12,65120,Yes,False,True,2,2025-09-07T14:12:36.448294
STU00581,Fatima Malhotra,fatima581@college.ac.in,+918885690234,7.35,"penetration testing, java, ethical hacking, c#, network security, express.js, deep learning",B.Sc Computer Science,IIT Roorkee,Kolkata,general,1,"ICICI Bank, Ola, Meta",https://github.com/fatimamalhotra581,https://linkedin.com/in/fatima-malhotra-581,70.2,2025-12-12,6,43505,No,False,False,12,2025-09-24T14:12:36.448294
STU00582,Kartik H. Nair,kartik.nair@student.edu,0643168030,8.0,"mysql, figma, rust, oracle, cassandra, mongodb, pandas",B.Tech IT,IIT Guwahati,Noida,general,1,"Ola, PhonePe, Infosys, Morgan Stanley",https://github.com/kartiknair582,https://linkedin.com/in/kartik-nair-582,80.6,2025-12-06,6,58745,No,False,True,20,2025-09-23T14:12:36.448294
STU00583,Keya Rajput,keya.rajput@student.edu,+912667440383,8.41,"pandas, oracle, machine learning, c#",MBA,IIT Delhi,Surat,reserved,0,"BYJU'S, PwC, Morgan Stanley, EY",,https://linkedin.com/in/keya-rajput-583,93.7,2025-10-31,12,17539,Yes,False,False,16,2025-09-24T14:12:36.449294
STU00584,Arnav Verma,arnav.verma@student.edu,+911333363419,6.77,"express.js, powerpoint, java, project management",B.Tech ECE,IIT Bombay,Hyderabad,general,1,"ICICI Bank, Goldman Sachs, Swiggy, PhonePe, Accenture, Morgan Stanley",https://github.com/arnavverma584,https://linkedin.com/in/arnav-verma-584,83.2,2025-11-17,12,40248,Preferred,False,True,19,2025-09-17T14:12:36.449294
STU00585,Sara Tiwari,tiwari.sara@gmail.com,+917352440728,7.81,"elasticsearch, reinforcement learning, oracle, cassandra, redis, business analysis, project management",M.Tech CSE,NIT Calicut,Chennai,rural,0,"Zomato, Infosys, EY",https://github.com/saratiwari585,https://linkedin.com/in/sara-tiwari-585,70.8,2025-12-07,12,25268,Yes,True,False,20,2025-09-06T14:12:36.449294
STU00586,Kavya K. Pandey,kavya586@college.ac.in,8404997550,8.41,"sketch, elasticsearch, ruby, php, terraform",B.Tech CSE,BITS Pilani,Ahmedabad,general,2,"Unacademy, Axis Bank, Netflix, Freshworks",,https://linkedin.com/in/kavya-pandey-586,93.8,2025-12-09,12,36561,No,False,True,20,2025-09-13T14:12:36.449294
STU00587,Diya Tiwari,diyatiwari587@email.com,0446973378,8.21,"ios, android, postgresql, kubernetes, penetration testing, kotlin, xamarin, neural networks",M.Tech CSE,RV College,Mumbai,general,2,"Flipkart, Meta, Zomato, Axis Bank, Swiggy, HCL Technologies, PwC",https://github.com/diyatiwari587,,71.9,2025-12-17,3,47378,Yes,False,False,18,2025-09-03T14:12:36.449294
STU00588,Geeta Pandey,geeta.pandey@student.edu,04495903113,8.88,"figma, excel, powerpoint, natural language processing, javascript",B.Tech CSE,IIT Kharagpur,Gurgaon,rural,0,"PhonePe, Amazon, Paytm, EY, BYJU'S, Freshworks",https://github.com/geetapandey588,https://linkedin.com/in/geeta-pandey-588,82.8,2025-10-28,12,37334,Preferred,True,True,7,2025-09-21T14:12:36.450630
STU00589,Ajay H. Goel,ajay.goel@student.edu,2210470833,7.28,"mysql, android, postgresql, kubernetes, flutter, react native, kotlin, neural networks",B.E Computer Science,IIT Kharagpur,Bangalore,general,3,"Unacademy, KPMG, Freshworks",,,71.6,2025-12-06,12,69843,No,False,False,12,2025-09-24T14:12:36.451030
STU00590,Anaya I. Saxena,anayasaxena590@email.com,+910101609836,9.57,"spring boot, c#, pytorch, wireframing, angular, express.js, django, deep learning",M.Tech CSE,RV College,Kolkata,general,0,"Meta, HDFC Bank, EY, Flipkart, Microsoft, Zomato",https://github.com/anayasaxena590,,88.7,2025-11-06,3,15150,No,False,False,21,2025-08-31T14:12:36.451542
STU00591,Fatima Saxena,fatimasaxena591@email.com,06840743943,8.35,"aws, r, redis, pandas, go",B.Tech CSE,IIT Roorkee,Jaipur,female,1,"PwC, Deloitte, TCS, Google",https://github.com/fatimasaxena591,https://linkedin.com/in/fatima-saxena-591,92.7,2025-12-14,6,30194,Yes,False,True,24,2025-09-18T14:12:36.451542
STU00592,Priya Mittal,priya.mittal@student.edu,+916525187219,8.46,"node.js, google cloud, c++, rust, c#, ruby, php, network security, scikit-learn",B.Sc Computer Science,IIT Guwahati,Bangalore,general,1,"Flipkart, Paytm, Axis Bank",https://github.com/priyamittal592,https://linkedin.com/in/priya-mittal-592,72.5,2025-12-13,12,45374,No,False,True,7,2025-09-23T14:12:36.452574
STU00593,Nisha Q. Nair,nair.nisha@gmail.com,+914341594689,8.65,"postgresql, excel, kubernetes, numpy, react, tableau, powerpoint",B.Tech IT,IIT Kharagpur,Chennai,general,0,"Swiggy, Apple, BYJU'S, Google, HDFC Bank, Infosys, PhonePe",https://github.com/nishanair593,https://linkedin.com/in/nisha-nair-593,73.9,2025-11-21,3,44020,Yes,False,False,9,2025-08-28T14:12:36.452574
STU00594,Khushi H. Aggarwal,khushiaggarwal594@email.com,8001575965,9.34,"jenkins, c++, pytorch, docker, flask",M.Tech CSE,BMS College,Hyderabad,female,2,"Swiggy, Freshworks, TCS, Cognizant, Google",https://github.com/khushiaggarwal594,https://linkedin.com/in/khushi-aggarwal-594,87.8,2025-11-05,3,52935,Preferred,False,True,10,2025-09-13T14:12:36.452574
STU00595,Suresh Malhotra,malhotra.suresh@gmail.com,+912516323803,8.93,"flutter, penetration testing, ethical hacking, react native, cryptography, network security, express.js, sap, deep learning",M.Tech AI/ML,NIT Calicut,Delhi,general,2,"PwC, TCS, Deloitte, BYJU'S, Accenture, EY",https://github.com/sureshmalhotra595,,73.8,2025-11-28,6,36519,Yes,False,False,4,2025-09-10T14:12:36.453614
STU00596,Riya M. Joshi,riya596@college.ac.in,9843726162,7.17,"figma, google cloud, ethical hacking, pytorch, angular, ansible, terraform",B.Tech ECE,NIT Trichy,Bangalore,female,1,"Flipkart, JP Morgan, HDFC Bank, KPMG, Accenture, TCS",https://github.com/riyajoshi596,,83.5,2025-10-28,6,40298,No,False,True,13,2025-08-29T14:12:36.453614
STU00597,Kavya C. Patel,kavya.patel@student.edu,3317577658,7.39,"mysql, elasticsearch, postgresql, flutter, cassandra, power bi, react native, mongodb, natural language processing",B.Tech IT,IIT Guwahati,Mumbai,general,0,"Microsoft, Netflix, EY, KPMG, Amazon, Axis Bank",https://github.com/kavyapatel597,https://linkedin.com/in/kavya-patel-597,94.1,2025-11-29,3,15824,No,False,False,21,2025-09-25T14:12:36.454614
STU00598,Sai C. Thakur,saithakur598@email.com,7207719534,8.84,"android, firewall, power bi, mongodb, tableau, powerpoint",M.Tech AI/ML,IIT Guwahati,Surat,general,2,"Meta, Unacademy, HCL Technologies, Flipkart, PhonePe",,,91.2,2025-12-04,6,15789,No,False,False,20,2025-08-29T14:12:36.454614
STU00599,Kartik Verma,kartik.verma@student.edu,+912197759384,7.92,"reinforcement learning, firewall, computer vision, power bi, xamarin, neural networks, express.js, natural language processing",B.Tech CSE,IIT Bombay,Hyderabad,general,1,"PhonePe, Accenture, McKinsey",https://github.com/kartikverma599,,73.9,2025-12-13,12,32290,No,False,True,1,2025-09-07T14:12:36.454614
STU00600,Daksh Verma,daksh.verma@student.edu,01290043211,8.2,"sketch, kubernetes, rust, java, php, go, scikit-learn, javascript",M.Tech CSE,IIT Roorkee,Mumbai,female,1,"BYJU'S, Axis Bank, Swiggy, Amazon, Google, Tech Mahindra, Zomato, HDFC Bank",https://github.com/dakshverma600,,60.5,2025-12-16,12,38812,Preferred,False,True,2,2025-09-21T14:12:36.455614
STU00601,Myra Saxena,saxena.myra@gmail.com,08812716039,9.23,"r, ethical hacking, pytorch, cryptography, network security, business analysis",B.E Computer Science,SRM Chennai,Hyderabad,female,0,"Zomato, Netflix, Morgan Stanley, Infosys, Flipkart, Tech Mahindra",https://github.com/myrasaxena601,https://linkedin.com/in/myra-saxena-601,86.3,2025-12-26,3,22715,Preferred,False,True,19,2025-09-18T14:12:36.455614
STU00602,Sara Kumar,sara602@college.ac.in,09039784330,8.03,"reinforcement learning, excel, project management, express.js, javascript",MCA,PES University,Gurgaon,general,0,"Apple, Cognizant, Infosys, Unacademy, Tech Mahindra",,https://linkedin.com/in/sara-kumar-602,65.6,2025-10-27,6,27288,No,False,True,10,2025-09-20T14:12:36.455614
STU00603,Sara Agarwal,agarwal.sara@gmail.com,4066338067,6.64,"mysql, elasticsearch, photoshop, java, oracle, cassandra, react native, network security, redis, azure",B.Tech CSE,RV College,Bangalore,general,2,"Unacademy, Swiggy, Accenture, Infosys, Netflix, Ola, Wipro, TCS",,,77.6,2025-12-15,3,47239,Preferred,False,False,15,2025-09-03T14:12:36.456615
STU00604,Anaya Tiwari,anaya604@college.ac.in,+910326964100,9.41,"sketch, photoshop, kubernetes, google cloud, c++, wireframing, redis",M.Tech CSE,IIT Kanpur,Chennai,rural,3,"Tech Mahindra, Wipro, Goldman Sachs",,https://linkedin.com/in/anaya-tiwari-604,91.3,2025-11-06,3,77556,No,True,False,24,2025-09-10T14:12:36.457029
STU00605,Karan Bansal,karanbansal605@email.com,+914373334381,6.96,"postgresql, android, rust, react native, kotlin",MBA,NIT Calicut,Gurgaon,general,1,"Swiggy, Wipro, Cognizant, Infosys, Meta, JP Morgan, Apple",,https://linkedin.com/in/karan-bansal-605,68.0,2025-11-15,6,37599,Preferred,False,True,4,2025-09-17T14:12:36.457029
STU00606,Geeta D. Saxena,geeta.saxena@student.edu,+913511503853,7.72,"reinforcement learning, swift, mongodb, neural networks, django, natural language processing, adobe illustrator",MCA,IIT Guwahati,Jaipur,general,1,"Cognizant, Infosys, Freshworks, Flipkart, JP Morgan",https://github.com/geetasaxena606,https://linkedin.com/in/geeta-saxena-606,81.5,2025-12-12,12,47036,No,False,False,9,2025-09-17T14:12:36.457029
STU00607,Myra J. Gupta,myra.gupta@student.edu,+912353252795,7.22,"ios, python, google cloud, penetration testing, firewall, ethical hacking, cryptography, mongodb, network security, react, powerpoint",MCA,BITS Pilani,Noida,general,3,"Apple, BYJU'S, JP Morgan, Google, EY, Microsoft, TCS, Flipkart",https://github.com/myragupta607,https://linkedin.com/in/myra-gupta-607,78.0,2025-11-22,3,55878,Preferred,False,True,12,2025-09-25T14:12:36.458077
STU00608,Sunita H. Jain,sunitajain608@email.com,+916347316526,7.16,"excel, flask, c#, ethical hacking, power bi, vue.js, tableau, sap",B.Tech CSE,PES University,Kolkata,reserved,1,"Google, Axis Bank, Swiggy, Meta, Paytm, Microsoft, Freshworks",,,62.0,2025-12-16,6,66477,Preferred,False,True,18,2025-09-07T14:12:36.458077
STU00609,Riya Shah,riyashah609@email.com,+918701063680,8.46,"reinforcement learning, c++, mongodb, neural networks, azure, natural language processing",MCA,IIT Guwahati,Ahmedabad,reserved,1,"Flipkart, Freshworks, Deloitte",,https://linkedin.com/in/riya-shah-609,61.7,2025-12-09,3,73857,Preferred,False,False,11,2025-09-09T14:12:36.458077
STU00610,Advaith Saxena,advaith610@college.ac.in,4382327950,7.96,"reinforcement learning, python, c++, firewall, cassandra, javascript",B.Tech CSE,BITS Pilani,Noida,general,1,"Apple, Paytm, Wipro, PhonePe",https://github.com/advaithsaxena610,https://linkedin.com/in/advaith-saxena-610,69.0,2025-11-02,3,20577,Yes,False,False,19,2025-08-30T14:12:36.459552
STU00611,Reyansh Bansal,reyanshbansal611@email.com,2645867205,7.45,"mysql, penetration testing, firewall, oracle, express.js",B.Tech IT,NIT Warangal,Bangalore,general,1,"Morgan Stanley, Zomato, Infosys, Apple, Freshworks, Unacademy",https://github.com/reyanshbansal611,,79.5,2025-12-01,12,40486,Preferred,False,True,2,2025-09-20T14:12:36.459552
STU00612,Aryan Chopra,chopra.aryan@gmail.com,+919531334512,7.0,"sketch, mysql, python, tensorflow, oracle, cassandra",B.Tech CSE,IIIT Hyderabad,Noida,general,1,"HDFC Bank, Morgan Stanley, HCL Technologies",,https://linkedin.com/in/aryan-chopra-612,79.1,2025-11-26,3,54604,Preferred,False,True,1,2025-09-23T14:12:36.460070
STU00613,Aditya S. Pandey,aditya.pandey@student.edu,02479615861,6.77,"aws, kubernetes, jenkins, flutter, tensorflow",B.Tech CSE,IIT Bombay,Mumbai,reserved,0,"BYJU'S, Apple, Morgan Stanley, KPMG, Flipkart, Microsoft",,,60.2,2025-12-02,12,69615,Preferred,False,True,11,2025-09-06T14:12:36.460070
STU00614,Nikhil Pandey,nikhilpandey614@email.com,6043167103,8.2,"reinforcement learning, kubernetes, java, terraform, redis",B.E Computer Science,IIT Kanpur,Delhi,general,0,"PhonePe, HDFC Bank, Infosys, McKinsey, PwC, HCL Technologies, JP Morgan",,https://linkedin.com/in/nikhil-pandey-614,69.5,2025-11-02,3,47568,Yes,False,False,17,2025-09-08T14:12:36.460070
STU00615,Aahan S. Goyal,aahangoyal615@email.com,3516353008,7.3,"sketch, r, kotlin, deep learning",MBA,BITS Pilani,Kolkata,rural,0,"Goldman Sachs, Microsoft, BYJU'S, PhonePe, PwC, Infosys",https://github.com/aahangoyal615,,67.9,2025-12-16,12,59834,Yes,True,False,14,2025-09-02T14:12:36.461070
STU00616,Geeta E. Chauhan,geeta.chauhan@student.edu,+917559208756,7.75,"flask, power bi, django, terraform",B.Tech ECE,IIIT Hyderabad,Delhi,reserved,1,"Tech Mahindra, TCS, Google, HCL Technologies, Accenture",https://github.com/geetachauhan616,https://linkedin.com/in/geeta-chauhan-616,92.2,2025-11-29,3,25030,Yes,False,False,24,2025-08-29T14:12:36.461070
STU00617,Nikhil S. Jindal,nikhil617@college.ac.in,9140386309,7.58,"mysql, node.js, python, spring boot, react, vue.js, django, adobe illustrator, project management",B.Tech CSE,NIT Warangal,Hyderabad,general,1,"Tech Mahindra, Infosys, Morgan Stanley",https://github.com/nikhiljindal617,https://linkedin.com/in/nikhil-jindal-617,80.1,2025-11-29,6,76444,No,False,False,20,2025-09-25T14:12:36.462071
STU00618,Ira Thakur,ira.thakur@student.edu,5822028533,8.73,"ios, python, jenkins, google cloud, penetration testing, ansible, terraform, natural language processing, deep learning",B.E Computer Science,Manipal Institute,Hyderabad,general,0,"Meta, McKinsey, KPMG, HDFC Bank, Morgan Stanley, EY, Google",https://github.com/irathakur618,https://linkedin.com/in/ira-thakur-618,89.8,2025-12-22,3,27400,Preferred,False,True,8,2025-08-30T14:12:36.462071
STU00619,Shaurya Sharma,sharma.shaurya@gmail.com,8028652168,8.65,"sketch, android, node.js, angular, vue.js, redis, flask, business analysis, express.js",B.Tech IT,VIT Vellore,Chennai,rural,0,"PhonePe, Infosys, Morgan Stanley, Freshworks",https://github.com/shauryasharma619,,87.2,2025-12-24,6,40488,No,True,False,14,2025-09-07T14:12:36.462071
STU00620,Meena W. Mishra,meena620@college.ac.in,+919318848780,6.94,"kubernetes, google cloud, pytorch, kotlin, powerpoint",B.Tech CSE,NIT Warangal,Mumbai,rural,0,"Netflix, Apple, Freshworks",https://github.com/meenamishra620,https://linkedin.com/in/meena-mishra-620,64.3,2025-11-16,3,58942,Preferred,True,True,16,2025-09-20T14:12:36.463109
STU00621,Krishna Y. Tiwari,krishna.tiwari@student.edu,+917729560975,7.19,"numpy, spring boot, oracle, power bi, powerpoint, django, project management",B.Tech CSE,NIT Warangal,Surat,general,0,"KPMG, JP Morgan, Unacademy, PhonePe, Zomato, BYJU'S, Amazon",https://github.com/krishnatiwari621,https://linkedin.com/in/krishna-tiwari-621,71.5,2025-11-11,3,39470,Preferred,False,True,13,2025-09-16T14:12:36.463109
STU00622,Riya Singh,singh.riya@gmail.com,04369102980,9.04,"c#, ethical hacking, java, power bi, php, docker, tableau, powerpoint, sap, project management",M.Tech CSE,IIT Kanpur,Mumbai,rural,1,"Morgan Stanley, Axis Bank, EY, Ola",https://github.com/riyasingh622,https://linkedin.com/in/riya-singh-622,72.7,2025-12-15,12,72528,Preferred,True,False,13,2025-09-23T14:12:36.464110
STU00623,Vihaan Saxena,saxena.vihaan@gmail.com,+916813901006,8.64,"swift, firewall, react native, kotlin, power bi, powerpoint, azure",B.Tech IT,IIIT Hyderabad,Bangalore,general,3,"Ola, BYJU'S, EY, Morgan Stanley, Amazon, Goldman Sachs, JP Morgan",,https://linkedin.com/in/vihaan-saxena-623,65.0,2025-12-08,12,25312,Yes,False,False,18,2025-09-11T14:12:36.464110
STU00624,Reyansh Nair,nair.reyansh@gmail.com,+911851758559,7.98,"reinforcement learning, python, numpy, rust, penetration testing, firewall, ethical hacking, cryptography, react, network security, business analysis, azure",M.Tech CSE,NIT Calicut,Mumbai,rural,3,"TCS, HCL Technologies, Meta, EY, Freshworks, Goldman Sachs",https://github.com/reyanshnair624,https://linkedin.com/in/reyansh-nair-624,69.8,2025-11-27,3,33998,Yes,True,False,2,2025-09-20T14:12:36.464110
STU00625,Sunita Z. Kapoor,sunitakapoor625@email.com,1174789630,6.46,"jenkins, scikit-learn, google cloud, c#",B.Tech IT,Manipal Institute,Pune,general,0,"Flipkart, Zomato, Meta, HDFC Bank, PhonePe, Amazon, Google, JP Morgan",,https://linkedin.com/in/sunita-kapoor-625,80.8,2025-11-11,12,47255,Yes,False,False,4,2025-09-15T14:12:36.465109
STU00626,Suresh Malhotra,suresh626@college.ac.in,+916601048026,9.31,"figma, jenkins, google cloud, c++, penetration testing, docker",B.Tech CSE,BMS College,Pune,female,3,"Ola, Amazon, ICICI Bank, Netflix",,https://linkedin.com/in/suresh-malhotra-626,70.6,2025-11-09,3,77790,Yes,False,True,20,2025-09-07T14:12:36.465109
STU00627,Darsh X. Shah,darsh.shah@student.edu,+916111517525,6.53,"flask, oracle, postgresql, swift",B.Tech CSE,RV College,Noida,general,0,"Infosys, McKinsey, Zomato, HDFC Bank, Swiggy, TCS, JP Morgan, Google",https://github.com/darshshah627,https://linkedin.com/in/darsh-shah-627,63.8,2025-10-31,3,69797,No,False,False,8,2025-09-16T14:12:36.466109
STU00628,Myra T. Kumar,kumar.myra@gmail.com,+913538554889,7.84,"android, kubernetes, vue.js, react, terraform, django",B.Tech CSE,VIT Vellore,Hyderabad,general,1,"Amazon, Google, Ola, Wipro",https://github.com/myrakumar628,https://linkedin.com/in/myra-kumar-628,89.8,2025-11-21,3,68133,No,False,True,20,2025-09-14T14:12:36.466109
STU00629,Atharv Goel,atharv629@college.ac.in,+914762862579,7.99,"sketch, figma, reinforcement learning, r, jenkins, wireframing, neural networks",MCA,PES University,Ahmedabad,rural,0,"Cognizant, JP Morgan, McKinsey",https://github.com/atharvgoel629,,93.4,2025-11-02,3,32059,Yes,True,False,14,2025-08-30T14:12:36.466109
STU00630,Suresh Verma,sureshverma630@email.com,6343395159,7.7,"django, react native, kotlin, mongodb",B.Tech CSE,NIT Surathkal,Surat,general,0,"Paytm, Goldman Sachs, EY, PwC, KPMG, Microsoft, BYJU'S, TCS",https://github.com/sureshverma630,https://linkedin.com/in/suresh-verma-630,64.9,2025-12-10,12,60842,Preferred,False,True,16,2025-08-31T14:12:36.467091
